Timestamp,GPU 0 Memory (MiB),GPU 1 Memory (MiB),RAM Usage (MiB),SSD Usage (GiB)
0,15,212,4.399784088134766,0.005931854248046875
1,15,212,4.391838073730469,0.005931854248046875
2,15,212,4.522830963134766,0.005931854248046875
3,18,215,4.709293365478516,0.005931854248046875
4,18,215,4.9411773681640625,0.005931854248046875
5,18,215,5.083560943603516,0.005931854248046875
6,18,215,5.333957672119141,0.005931854248046875
7,18,215,5.381343841552734,0.005931854248046875
8,18,3434,8.859783172607422,0.005931854248046875
9,18,3442,13.052623748779297,0.005931854248046875
10,18,3450,17.259395599365234,0.005931854248046875
11,18,3458,21.455745697021484,0.005931854248046875
12,18,3466,25.72506332397461,0.005931854248046875
13,18,3474,29.895153045654297,0.005931854248046875
14,18,3484,34.13783264160156,0.005931854248046875
15,18,3492,38.440345764160156,0.005931854248046875
16,18,3500,42.606876373291016,0.005931854248046875
17,18,3508,46.855918884277344,0.005931854248046875
18,18,3516,50.87677764892578,0.005931854248046875
19,18,3524,55.153526306152344,0.005931854248046875
20,18,3532,59.36579895019531,0.005931854248046875
21,18,3538,61.68404006958008,0.005931854248046875
22,18,3546,65.14448928833008,0.005931854248046875
23,18,3554,69.30822372436523,0.005931854248046875
24,18,3562,73.49388885498047,0.005931854248046875
25,18,3570,77.67719268798828,0.005931854248046875
26,18,3578,81.59115219116211,0.005931854248046875
27,18,3586,85.88264083862305,0.005931854248046875
28,18,3592,89.40137481689453,0.005931854248046875
29,18,3600,92.56423568725586,0.005931854248046875
30,18,3606,95.7581787109375,0.005931854248046875
31,18,3612,98.87875366210938,0.005931854248046875
32,18,3618,102.07781982421875,0.005931854248046875
33,18,3624,105.2619514465332,0.005931854248046875
34,18,3630,108.45608901977539,0.005931854248046875
35,18,3636,111.44662094116211,0.005931854248046875
36,18,3640,113.0120964050293,0.005931854248046875
37,18,3640,113.12106704711914,0.005931854248046875
38,18,3646,114.76212692260742,0.005931854248046875
39,18,3646,114.69701385498047,0.005931854248046875
40,18,3646,114.7024917602539,0.005931854248046875
41,18,3646,115.00445175170898,0.005931854248046875
42,18,3646,114.73223114013672,0.005931854248046875
43,18,3646,114.90039443969727,0.005931854248046875
44,18,3646,114.15395736694336,0.005931854248046875
45,18,3646,113.88454818725586,0.005931854248046875
46,18,3646,113.98054504394531,0.005931854248046875
47,18,3646,114.16186141967773,0.005931854248046875
48,18,3646,113.9463119506836,0.005931854248046875
49,18,3646,114.39556121826172,0.005931854248046875
50,18,3646,114.36560821533203,0.005931854248046875
51,18,3646,113.86454772949219,0.005931854248046875
52,18,3646,114.13690185546875,0.005931854248046875
53,18,3646,113.86371231079102,0.005931854248046875
54,18,3646,114.14023971557617,0.005931854248046875
55,18,3646,113.95227432250977,0.005931854248046875
56,18,3646,113.83176803588867,0.005931854248046875
57,18,3646,114.29262924194336,0.005931854248046875
58,18,3646,113.9879264831543,0.005931854248046875
59,18,3646,113.83382415771484,0.005931854248046875
60,18,3646,114.11178588867188,0.005931854248046875
61,18,3646,113.8073844909668,0.005931854248046875
62,18,3646,113.82340621948242,0.005931854248046875
63,18,3646,113.8834114074707,0.005931854248046875
64,18,3646,114.05689239501953,0.005931854248046875
65,18,3646,113.87154006958008,0.005931854248046875
66,18,3646,113.8621940612793,0.005931854248046875
67,18,3646,114.16837692260742,0.005931854248046875
68,18,3646,113.8182258605957,0.005931854248046875
69,18,3646,114.12959671020508,0.005931854248046875
70,18,3646,114.3426628112793,0.005931854248046875
71,18,3646,114.0639419555664,0.005931854248046875
72,18,3646,114.17853164672852,0.005931854248046875
73,18,3646,114.36941909790039,0.005931854248046875
74,18,3646,114.83980178833008,0.005931854248046875
75,18,3646,113.9946060180664,0.005931854248046875
76,18,4536,114.28813171386719,0.005931854248046875
77,18,4540,114.34199523925781,0.005931854248046875
78,18,4540,114.3166732788086,0.005931854248046875
79,18,4540,114.32371139526367,0.005931854248046875
80,18,4540,114.32148742675781,0.005931854248046875
81,18,4540,114.32056427001953,0.005931854248046875
82,18,5802,114.46353530883789,0.005931854248046875
83,18,5802,114.47251510620117,0.005931854248046875
84,18,5802,114.49128723144531,0.005931854248046875
85,18,5802,114.49044036865234,0.005931854248046875
86,18,5802,114.50578689575195,0.005931854248046875
87,18,5802,114.50653076171875,0.005931854248046875
88,18,6678,114.50695037841797,0.005931854248046875
89,18,6678,114.50366973876953,0.005931854248046875
90,18,6678,114.50897598266602,0.005931854248046875
91,18,6678,114.49961471557617,0.005931854248046875
92,18,6678,114.50156784057617,0.005931854248046875
93,18,7554,114.50680541992188,0.005931854248046875
94,18,7554,114.50156021118164,0.005931854248046875
95,18,7554,114.50233459472656,0.005931854248046875
96,18,7554,114.50801086425781,0.005931854248046875
97,18,7554,114.50684356689453,0.005931854248046875
98,18,7554,114.50833892822266,0.005931854248046875
99,18,7554,114.50690841674805,0.005931854248046875
100,18,7554,114.51451873779297,0.005931854248046875
101,18,7554,114.513427734375,0.005931854248046875
102,18,7554,114.50881576538086,0.005931854248046875
103,18,7554,114.5190315246582,0.005931854248046875
104,18,7554,114.51369094848633,0.005931854248046875
105,18,7554,114.52175903320312,0.005931854248046875
106,18,7554,114.51839065551758,0.005931854248046875
107,18,7554,114.517333984375,0.005931854248046875
108,18,7554,114.52181625366211,0.005931854248046875
109,18,7554,114.5284538269043,0.005931854248046875
110,18,7554,114.5224494934082,0.005931854248046875
111,18,7554,114.51631546020508,0.005931854248046875
112,18,7554,114.51858139038086,0.005931854248046875
113,18,7554,114.51714706420898,0.005931854248046875
114,18,7554,114.52035140991211,0.005931854248046875
115,18,7554,114.52756881713867,0.005931854248046875
116,18,7554,114.52334213256836,0.005931854248046875
117,18,7554,114.51714706420898,0.005931854248046875
118,18,7554,114.52142333984375,0.005931854248046875
119,18,7554,114.52402877807617,0.005931854248046875
120,18,7554,114.51749801635742,0.005931854248046875
121,18,7554,114.52264785766602,0.005931854248046875
122,18,7554,114.52793884277344,0.005931854248046875
123,18,7554,114.52753067016602,0.005931854248046875
124,18,7554,114.52785873413086,0.005931854248046875
125,18,7554,114.53268814086914,0.005931854248046875
126,18,7554,114.52593612670898,0.005931854248046875
127,18,7554,114.51910781860352,0.005931854248046875
128,18,7554,114.51884460449219,0.005931854248046875
129,18,7556,114.52171325683594,0.005931854248046875
130,18,7556,114.52009201049805,0.005931854248046875
131,18,7556,114.5191764831543,0.005931854248046875
132,18,7556,114.52253341674805,0.005931854248046875
133,18,7556,114.52951431274414,0.005931854248046875
134,18,7556,114.52442932128906,0.005931854248046875
135,18,7556,114.53650283813477,0.005931854248046875
136,18,7556,114.53606033325195,0.005931854248046875
137,18,7556,114.53377151489258,0.005931854248046875
138,18,7556,114.53607177734375,0.005931854248046875
139,18,7556,114.54346466064453,0.005931854248046875
140,18,7556,114.53876495361328,0.005931854248046875
141,18,7556,114.54314422607422,0.005931854248046875
142,18,7556,114.54997634887695,0.005931854248046875
143,18,7556,114.54724884033203,0.005931854248046875
144,18,7556,114.5481071472168,0.005931854248046875
145,18,7556,114.54775619506836,0.005931854248046875
146,18,7556,114.55084228515625,0.005931854248046875
147,18,7556,114.55061721801758,0.005931854248046875
148,18,7556,114.5495491027832,0.005931854248046875
149,18,7556,114.54896545410156,0.005931854248046875
150,18,7556,114.55402755737305,0.005931854248046875
151,18,7556,114.56124114990234,0.005931854248046875
152,18,7556,114.5617561340332,0.005931854248046875
153,18,7556,114.56156539916992,0.005931854248046875
154,18,7556,114.56760025024414,0.005931854248046875
155,18,7556,114.5678596496582,0.005931854248046875
156,18,7556,114.56380462646484,0.005931854248046875
157,18,7556,114.56718826293945,0.005931854248046875
158,18,7556,114.5614013671875,0.005931854248046875
159,18,7556,114.57035446166992,0.005931854248046875
160,18,7556,114.57358932495117,0.005931854248046875
161,18,7556,114.57342910766602,0.005931854248046875
162,18,7556,114.5737419128418,0.005931854248046875
163,18,7556,114.57880783081055,0.005931854248046875
164,18,7556,114.57109832763672,0.005931854248046875
165,18,7558,114.58326721191406,0.005931854248046875
166,18,7558,114.58327102661133,0.005931854248046875
167,18,7558,114.58364868164062,0.005931854248046875
168,18,7558,114.5691909790039,0.005931854248046875
169,18,7558,114.57417297363281,0.005931854248046875
170,18,7558,114.56867218017578,0.005931854248046875
171,18,7558,114.56824111938477,0.005931854248046875
172,18,7558,114.573486328125,0.005931854248046875
173,18,7558,114.56764602661133,0.005931854248046875
174,18,7558,114.58047485351562,0.005931854248046875
175,18,7558,114.57493591308594,0.005931854248046875
176,18,7558,114.57931900024414,0.005931854248046875
177,18,7558,114.58015823364258,0.005931854248046875
178,18,7558,114.57942962646484,0.005931854248046875
179,18,7558,114.58509826660156,0.005931854248046875
180,18,7558,114.58176803588867,0.005931854248046875
181,18,7558,114.57997131347656,0.005931854248046875
182,18,7558,114.581298828125,0.005931854248046875
183,18,7558,114.583740234375,0.005931854248046875
184,18,7558,114.58285140991211,0.005931854248046875
185,18,7558,114.58034133911133,0.005931854248046875
186,18,7558,114.57637023925781,0.005931854248046875
187,18,7558,114.57521057128906,0.005931854248046875
188,18,7558,114.57096099853516,0.005931854248046875
